correct_form	morph_parse	lemma	frequency
genişletilmeden	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Abl	genişle	157
genişlettiği	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	genişle	157
genişleteceği	Verb+Verb+Caus+Pos+Adj+FutPart+P3sg	genişle	157
genişletmeden	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	genişle	157
genişleteceğini	Verb+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Acc	genişle	157
genişletme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	genişle	157
genişletmektedir	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	genişle	157
genişletilen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	genişle	157
genişlettim	Verb+Verb+Caus+Pos+Past+A1sg	genişle	157
genişlettiğinden	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	genişle	157
genişletebildiği	Verb+Verb+Caus+Verb+Able+Pos+Adj+PastPart+P3sg	genişle	157
genişletildiğine	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Dat	genişle	157
Genişletilmiş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	genişle	157
genişlettiler	Verb+Verb+Caus+Pos+Past+A3pl	genişle	157
genişletilmesini	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	genişle	157
genişletmelere	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Dat	genişle	157
genişletirken	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	genişle	157
genişletirler	Verb+Verb+Caus+Pos+Aor+A3pl	genişle	157
genişletilmedi	Verb+Verb+Caus+Verb+Pass+Neg+Past+A3sg	genişle	157
genişletebilme	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+Pnon+Nom	genişle	157
genişletmesinde	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc	genişle	157
genişletileceği	Verb+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	genişle	157
genişletmekteyiz	Verb+Verb+Caus+Pos+Prog2+A1pl	genişle	157
genişletsin	Verb+Verb+Caus+Pos+Imp+A3sg	genişle	157
genişlettirmesi	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	genişle	157
genişletici	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	genişle	157
genişletilmiş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	genişle	157
genişlettirerek	Verb+Verb+Caus+Verb+Caus+Pos+Adv+ByDoingSo	genişle	157
genişlettirdi	Verb+Verb+Caus+Verb+Caus+Pos+Past+A3sg	genişle	157
genişletilmek	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	genişle	157
genişletebilecektir	Verb+Verb+Caus+Verb+Able+Pos+Fut+A3sg+Cop+A3sg	genişle	157
genişletmeyle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Ins	genişle	157
genişletecektir	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	genişle	157
genişletmesiyle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	genişle	157
genişletilememesinde	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Loc	genişle	157
genişletebilirler	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	genişle	157
genişletmesidir	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	genişle	157
genişleten	Verb+Verb+Caus+Pos+Adj+PresPart	genişle	157
genişletilecek	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg	genişle	157
genişletmişler	Verb+Verb+Caus+Pos+Narr+A3pl	genişle	157
Genişletilen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	genişle	157
Genişletilebilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	genişle	157
genişletilmede	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Loc	genişle	157
genişletmiş	Verb+Verb+Caus+Pos+Narr+A3sg	genişle	157
genişletilip	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	genişle	157
genişletilebilirler	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3pl	genişle	157
genişletilmeyen	Verb+Verb+Caus+Verb+Pass+Neg+Adj+PresPart	genişle	157
genişletmeler	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	genişle	157
genişletmişlerdir	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	genişle	157
Genişletici	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	genişle	157
genişletilmesinde	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	genişle	157
döndürebileceğe	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3sg+Pnon+Dat	dön	153
döndüremezler	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3pl	dön	153
döndürme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	dön	153
döndürdüm	Verb+Verb+Caus+Pos+Past+A1sg	dön	153
döndürülüyordu	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+Past+A3sg	dön	153
döndürmüştür	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	dön	153
döndürülünce	Verb+Verb+Caus+Verb+Pass+Pos+Adv+When	dön	153
döndürücüsüne	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Dat	dön	153
döndürmeyen	Verb+Verb+Caus+Neg+Adj+PresPart	dön	153
döndürmez	Verb+Verb+Caus+Neg+Aor+A3sg	dön	153
döndürücü	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	dön	153
döndürmekteydi	Verb+Verb+Caus+Pos+Prog2+Past+A3sg	dön	153
döndürecek	Verb+Verb+Caus+Pos+Fut+A3sg	dön	153
döndüreceklerdir	Verb+Verb+Caus+Pos+Fut+A3pl+Cop+A3sg	dön	153
döndürdükçe	Verb+Verb+Caus+Pos+Adv+AsLongAs	dön	153
döndürülemez	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	dön	153
döndüreceğidir	Verb+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	dön	153
döndürülürler	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3pl	dön	153
döndürülmektedir	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	dön	153
döndürmesinden	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	dön	153
döndürülürse	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Cond+A3sg	dön	153
döndüremeden	Verb+Verb+Caus+Pos+Adv+WithoutBeingAbleToHaveDoneSo	dön	153
döndürülebiliyordu	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog1+Past+A3sg	dön	153
döndürmeler	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	dön	153
döndürülebilen	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	dön	153
döndüren	Verb+Verb+Caus+Pos+Adj+PresPart	dön	153
döndüreceği	Verb+Verb+Caus+Pos+Adj+FutPart+P3sg	dön	153
döndürülebilmesidir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	dön	153
döndüremeyecektir	Verb+Verb+Caus+Verb+Able+Neg+Fut+A3sg+Cop+A3sg	dön	153
döndürdükleri	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	dön	153
Döndürülmesi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	dön	153
döndürebiliriz	Verb+Verb+Caus+Verb+Able+Pos+Aor+A1pl	dön	153
döndürülme	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom	dön	153
döndürülmeleri	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	dön	153
döndürüldükçe	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AsLongAs	dön	153
döndürmesi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	dön	153
döndürürse	Verb+Verb+Caus+Pos+Aor+Cond+A3sg	dön	153
döndürülebilmektedir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	dön	153
döndürülmüşler	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3pl	dön	153
Döndüren	Verb+Verb+Caus+Pos+Adj+PresPart	dön	153
döndürülerek	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	dön	153
döndürülmeyi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Acc	dön	153
döndürmeleri	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	dön	153
döndürülürken	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg+Adv+While	dön	153
döndürücünün	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Gen	dön	153
döndürülebilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	dön	153
döndürülmesini	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	dön	153
döndürürsem	Verb+Verb+Caus+Pos+Aor+Cond+A1sg	dön	153
döndürülmelidir	Verb+Verb+Caus+Verb+Pass+Pos+Neces+A3sg+Cop+A3sg	dön	153
döndürülmüştür	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	dön	153
döndürücüler	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Nom	dön	153
döndürmeye	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	dön	153
döndürülemeyeceği	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+FutPart+P3sg	dön	153
döndürmekle	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Ins	dön	153
döndürecektir	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	dön	153
döndürülmesinin	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	dön	153
döndürülmüşse	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Cond+A3sg	dön	153
döndürülmeye	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	dön	153
döndürülmemelidir	Verb+Verb+Caus+Verb+Pass+Neg+Neces+A3sg+Cop+A3sg	dön	153
döndürdük	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Nom	dön	153
döndüremeyebilir	Verb+Verb+Caus+Verb+Able+Neg+Verb+Able+Aor+A3sg	dön	153
döndürülmesiyle	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	dön	153
döndürülebilirdi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+Past+A3sg	dön	153
döndürüldü	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	dön	153
döndürülemediğinden	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+PastPart+A3sg+P3sg+Abl	dön	153
döndürebilmesini	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Acc	dön	153
döndürülse	Verb+Verb+Caus+Verb+Pass+Pos+Desr+A3sg	dön	153
döndüremedi	Verb+Verb+Caus+Verb+Able+Neg+Past+A3sg	dön	153
döndürmeseydi	Verb+Verb+Caus+Neg+Desr+Past+A3sg	dön	153
döndürmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	dön	153
döndürmesine	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	dön	153
döndürmesini	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Acc	dön	153
döndürmekti	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Past+A3sg	dön	153
döndürülmüş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	dön	153
döndürücüyü	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Acc	dön	153
döndürüleceği	Verb+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	dön	153
döndürülmesinden	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Abl	dön	153
döndürebildiklerini	Verb+Verb+Caus+Verb+Able+Pos+Noun+PastPart+A3pl+P3sg+Acc	dön	153
döndürmeyi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	dön	153
döndürüyorsunuz	Verb+Verb+Caus+Pos+Prog1+A2pl	dön	153
döndüremedik	Verb+Verb+Caus+Verb+Able+Neg+Noun+PastPart+A3sg+Pnon+Nom	dön	153
döndürdü	Verb+Verb+Caus+Pos+Past+A3sg	dön	153
döndürebilmek	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	dön	153
döndürüldüğünde	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	dön	153
döndürülmek	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	dön	153
döndürünce	Verb+Verb+Caus+Pos+Adv+When	dön	153
Döndürücü	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	dön	153
döndürebilir	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	dön	153
Döndürücü'yü	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Apos+Acc	dön	153
döndürülen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	dön	153
döndüreceğiz	Verb+Verb+Caus+Pos+Fut+A1pl	dön	153
döndürülmüştü	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Past+A3sg	dön	153
döndürür	Verb+Verb+Caus+Pos+Aor+A3sg	dön	153
döndürdüler	Verb+Verb+Caus+Pos+Past+A3pl	dön	153
döndüremezse	Verb+Verb+Caus+Verb+Able+Neg+Aor+Cond+A3sg	dön	153
döndürülüyorsa	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+Cond+A3sg	dön	153
döndürmekte	Verb+Verb+Caus+Pos+Prog2+A3sg	dön	153
döndürmesiyle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	dön	153
döndürmesidir	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	dön	153
döndürülürsünüz	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A2pl	dön	153
Döndür	Verb+Verb+Caus+Pos+Imp+A2sg	dön	153
döndürmüş	Verb+Verb+Caus+Pos+Narr+A3sg	dön	153
döndürülmesidir	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	dön	153
döndürülmesi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	dön	153
döndürülemeyecek	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Fut+A3sg	dön	153
döndürebilmelerinden	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3pl+P3sg+Abl	dön	153
döndürebiliyor	Verb+Verb+Caus+Verb+Able+Pos+Prog1+A3sg	dön	153
döndürüyor	Verb+Verb+Caus+Pos+Prog1+A3sg	dön	153
döndürüp	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	dön	153
döndürememesi	Verb+Verb+Caus+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Nom	dön	153
Döndürülen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	dön	153
döndürülebiliyor	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog1+A3sg	dön	153
döndürebilirler	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	dön	153
döndürerek	Verb+Verb+Caus+Pos+Adv+ByDoingSo	dön	153
döndürülmesine	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	dön	153
döndürmenin	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	dön	153
döndürürler	Verb+Verb+Caus+Pos+Aor+A3pl	dön	153
döndürebilecek	Verb+Verb+Caus+Verb+Able+Pos+Fut+A3sg	dön	153
döndürmedi	Verb+Verb+Caus+Neg+Past+A3sg	dön	153
döndürmüştü	Verb+Verb+Caus+Pos+Narr+Past+A3sg	dön	153
döndürmüşlerdir	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	dön	153
döndürürsek	Verb+Verb+Caus+Pos+Aor+Cond+A1pl	dön	153
döndürebileceğine	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Dat	dön	153
döndürmelidir	Verb+Verb+Caus+Pos+Neces+A3sg+Cop+A3sg	dön	153
döndürdüklerini	Verb+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Acc	dön	153
döndürüldüğü	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	dön	153
döndürürken	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	dön	153
döndürelim	Verb+Verb+Caus+Pos+Opt+A1pl	dön	153
Döndürmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	dön	153
döndürülemediğinde	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+PastPart+A3sg+P3sg+Loc	dön	153
döndürülür	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	dön	153
Döndürülerek	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	dön	153
döndürülebilecek	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Fut+A3sg	dön	153
döndürdüğünü	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	dön	153
döndürdüğü	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	dön	153
Döndürülmesi'nin	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Apos+Gen	dön	153
Döndürme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	dön	153
döndürmeden	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	dön	153
döndürülebileceği	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+FutPart+P3sg	dön	153
döndürülüp	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	dön	153
döndürücüsüdür	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	dön	153
döndürene	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	dön	153
döndüremediğinden	Verb+Verb+Caus+Verb+Able+Neg+Noun+PastPart+A3sg+P3sg+Abl	dön	153
döndürmektedir	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	dön	153
döndürmenizde	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P2pl+Loc	dön	153
döndürülmeli	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	dön	153
döndürücüsü	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom	dön	153
döndürülebilmesi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	dön	153
döndürülemeyeceğini	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+FutPart+A3sg+P3sg+Acc	dön	153
döndürülüyor	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+A3sg	dön	153
döndürüleceğini	Verb+Verb+Caus+Verb+Pass+Pos+Noun+FutPart+A3sg+P3sg+Acc	dön	153
döndürüldükten	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	dön	153
döndürebilen	Verb+Verb+Caus+Verb+Able+Pos+Adj+PresPart	dön	153
tanıtmayı	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	tanı	145
tanıtmaktaydı	Verb+Verb+Caus+Pos+Prog2+Past+A3sg	tanı	145
tanıttıktan	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	tanı	145
tanıtılamamıştır	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	tanı	145
tanıtmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	tanı	145
tanıtılmaları	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	tanı	145
tanıtmaktır	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	tanı	145
tanıtmayıp	Verb+Verb+Caus+Neg+Adv+AfterDoingSo	tanı	145
tanıtılması	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	tanı	145
tanıtılmasıyla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	tanı	145
tanıtılacaktır	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg+Cop+A3sg	tanı	145
Tanıtma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	tanı	145
tanıtmış	Verb+Verb+Caus+Pos+Narr+A3sg	tanı	145
tanıtıcılar	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Nom	tanı	145
tanıttıkları	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	tanı	145
tanıtıldıktan	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	tanı	145
tanıtılmaya	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	tanı	145
tanıtılıp	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	tanı	145
tanıtılmamıştır	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg+Cop+A3sg	tanı	145
tanıtın	Verb+Verb+Caus+Pos+Imp+A2pl	tanı	145
tanıtılmasında	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	tanı	145
Tanıtılan	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	tanı	145
tanıtacak	Verb+Verb+Caus+Pos+Fut+A3sg	tanı	145
tanıtmaları	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	tanı	145
tanıttığında	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Loc	tanı	145
tanıtacağı	Verb+Verb+Caus+Pos+Adj+FutPart+P3sg	tanı	145
tanıtanlar	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	tanı	145
tanıt	Verb+Verb+Caus+Pos+Imp+A2sg	tanı	145
tanıtmalarıyla	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Ins	tanı	145
tanıtıldılar	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3pl	tanı	145
tanıtılan	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	tanı	145
tanıtacaklardır	Verb+Verb+Caus+Pos+Fut+A3pl+Cop+A3sg	tanı	145
tanıtana	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	tanı	145
tanıtılma	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom	tanı	145
tanıtılmasının	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	tanı	145
tanıtıldı	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	tanı	145
tanıtabilmek	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	tanı	145
tanıtacağız	Verb+Verb+Caus+Pos+Fut+A1pl	tanı	145
tanıtmasıdır	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	tanı	145
tanıtılamamasıdır	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	tanı	145
tanıttılar	Verb+Verb+Caus+Pos+Past+A3pl	tanı	145
tanıtıldığını	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	tanı	145
tanıtılıyor	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+A3sg	tanı	145
tanıtır	Verb+Verb+Caus+Pos+Aor+A3sg	tanı	145
tanıtılmasına	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	tanı	145
tanıtılamaz	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	tanı	145
tanıtmasını	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Acc	tanı	145
tanıtırken	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	tanı	145
tanıtıyordu	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	tanı	145
tanıtılamadı	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Past+A3sg	tanı	145
tanıtmasından	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	tanı	145
Tanıtanlar	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	tanı	145
tanıtırlarken	Verb+Verb+Caus+Pos+Aor+A3pl+Adv+While	tanı	145
tanıtılmak	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	tanı	145
tanıtıyor	Verb+Verb+Caus+Pos+Prog1+A3sg	tanı	145
tanıtılsa	Verb+Verb+Caus+Verb+Pass+Pos+Desr+A3sg	tanı	145
tanıttığını	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	tanı	145
tanıtmaktadır	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	tanı	145
tanıtabilir	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	tanı	145
tanıtmazsa	Verb+Verb+Caus+Neg+Aor+Cond+A3sg	tanı	145
tanıtmada	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Loc	tanı	145
tanıtılmasını	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	tanı	145
tanıtılarak	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	tanı	145
tanıtıldığı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	tanı	145
tanıtılıyordu	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+Past+A3sg	tanı	145
tanıtabilmektedirler	Verb+Verb+Caus+Verb+Able+Pos+Prog2+A3sg+Cop+A3pl	tanı	145
tanıtmaya	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	tanı	145
tanıtıcısı	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom	tanı	145
