word	pos_tag	morph_parse	lemma	correct_form
nitelendirilmiştir	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	nitelen	nitelendirilmiştir
.	Punc	Punc	.	.
Ancak	Conj	Conj	ancak	Ancak
,	Punc	Punc	,	,
Moğolistan'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Moğolistan	Moğolistan'ın
demokrasiye	Noun	Noun+A3sg+Pnon+Dat	demokrasi	demokrasiye
kavuşması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	kavuş	kavuşması
ardından	Adv	Adv	ardından	ardından
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
anıları	Noun	Noun+A3pl+P3sg+Nom	anı	anıları
Moğolistanlıların	Noun	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen	Moğolistan	Moğolistanlıların
gururu	Noun	Noun+A3sg+P3sg+Nom	gurur	gururu
olmuştur	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	ol	olmuştur
.	Punc	Punc	.	.
Günümüzde	Noun	Noun+A3sg+P1pl+Loc	gün	Günümüzde
de	Conj	Conj	de	de
Moğolistan'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Moğolistan	Moğolistan'ın
gelmiş	Verb	Verb+Pos+Narr+A3sg	gel	gelmiş
geçmiş	Noun	Noun+A3sg+Pnon+Nom	geçmiş	geçmiş
en	Adv	Adv	en	en
büyük	Adj	Adj	büyük	büyük
ve	Conj	Conj	ve	ve
efsanevi	Adj	Adj	efsanevi	efsanevi
lideri	Noun	Noun+A3sg+P3sg+Nom	lider	lideri
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
görülmektedir	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	gör	görülmektedir
.	Punc	Punc	.	.
Moğolistan'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Moğolistan	Moğolistan'ın
politik	Adj	Adj	politik	politik
ve	Conj	Conj	ve	ve
etnik	Adj	Adj	etnik	etnik
kimliğinin	Noun	Noun+A3sg+P3sg+Gen	kimlik	kimliğinin
var	Adj	Adj	var	var
olmasında	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Loc	ol	olmasında
büyük	Adj	Adj	büyük	büyük
önem	Noun	Noun+A3sg+Pnon+Nom	önem	önem
taşır	Verb	Verb+Pos+Aor+A3sg	taşı	taşır
.	Punc	Punc	.	.
Ayrıca	Adv	Adv	ayrıca	Ayrıca
zalimliğine	Noun	Noun+A3sg+P3sg+Dat	zalimlik	zalimliğine
değin	Postp	Postp+PCDat	değin	değin
başka	Adj	Adj	başka	başka
görüş	Noun	Noun+A3sg+Pnon+Nom	görüş	görüş
açılarına	Noun	Noun+A3pl+P3sg+Dat	açı	açılarına
sahiptirler	Noun	Noun+A3sg+Pnon+Nom+Verb+Pres+Cop+A3pl	sahip	sahiptirler
.	Punc	Punc	.	.
Moğollar	Noun	Noun+A3pl+Pnon+Nom	Moğol	Moğollar
,	Punc	Punc	,	,
Moğol	Adj	Adj	Moğol	Moğol
olmayan	Verb	Verb+Neg+Adj+PresPart	ol	olmayan
inceleyenler	Verb	Verb+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	incele	inceleyenler
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
yazılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	yaz	yazılan
tarihsel	Adj	Adj	tarihsel	tarihsel
kayıtların	Noun	Noun+A3pl+Pnon+Gen	kayıt(I)	kayıtların
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
barbarlığını	Adj	Adj+Noun+Ness+A3sg+P3sg+Acc	barbar	barbarlığını
abarttığı	Verb	Verb+Pos+Adj+PastPart+P3sg	abart	abarttığı
düşünürler	Verb	Verb+Pos+Aor+A3pl	düşün	düşünürler
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
ayrıca	Adv	Adv	ayrıca	ayrıca
kültürel	Adj	Adj	kültürel	kültürel
bir	Det	Det	bir	bir
değişikliğe	Adj	Adj+Noun+Ness+A3sg+Pnon+Dat	değişik	değişikliğe
sebebiyet	Noun	Noun+A3sg+Pnon+Nom	sebebiyet	sebebiyet
verip	Verb	Verb+Pos+Adv+AfterDoingSo	ver	verip
,	Punc	Punc	,	,
Moğol	Adj	Adj	Moğol	Moğol
dilini	Noun	Noun+A3sg+P3sg+Acc	dil	dilini
Uygur	Noun	Noun+Prop+A3sg+Pnon+Nom	Uygur	Uygur
alfabesine	Noun	Noun+A3sg+P3sg+Dat	alfabe	alfabesine
göre	Postp	Postp+PCDat	göre	göre
uygulamıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	uygula	uygulamıştır
.	Punc	Punc	.	.
1990'lı	UnDef	UnDef	1990'lı	1990'lı
yıllarda	Noun	Noun+A3pl+Pnon+Loc	yıl	yıllarda
,	Punc	Punc	,	,
Moğolistan	Noun	Noun+Prop+A3sg+Pnon+Nom	Moğolistan	Moğolistan
komünist	Noun	Noun+A3sg+Pnon+Nom	komünist	komünist
rejimden	Noun	Noun+A3sg+Pnon+Abl	rejim	rejimden
çıkınca	Verb	Verb+Pos+Adv+When	çık	çıkınca
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
bağımsız	Adj	Adj	bağımsız	bağımsız
devletin	Noun	Noun+A3sg+Pnon+Gen	devlet	devletin
bir	Det	Det	bir	bir
simgesi	Noun	Noun+A3sg+P3sg+Nom	simge	simgesi
hâline	Noun	Noun+A3sg+P3sg+Dat	hâl	hâline
gelmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	gel	gelmiştir
.	Punc	Punc	.	.
Moğollar	Noun	Noun+A3pl+Pnon+Nom	Moğol	Moğollar
bu	Det	Det	bu	bu
sebeple	Noun	Noun+A3sg+Pnon+Ins	sebep	sebeple
Moğolistan'a	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Moğolistan	Moğolistan'a
""""	Punc	Punc	""""	""""
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
Moğolistan'ı	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Moğolistan	Moğolistan'ı
""""	Punc	Punc	""""	""""
kendilerine	Pron	Pron+Reflex+A3pl+P3pl+Dat	kendi	kendilerine
de	Conj	Conj	de	de
""""	Punc	Punc	""""	""""
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
çocukları	Noun	Noun+A3pl+P3sg+Nom	çocuk	çocukları
""""	Punc	Punc	""""	""""
demektedirler	Verb	Verb+Pos+Prog2+A3sg+Cop+A3pl	de	demektedirler
.	Punc	Punc	.	.
Moğollar	Noun	Noun+A3pl+Pnon+Nom	Moğol	Moğollar
bu	Det	Det	bu	bu
ismi	Noun	Noun+A3sg+P3sg+Nom	isim	ismi
birçok	Det	Det	birçok	birçok
ürüne	Noun	Noun+A3sg+Pnon+Dat	ürün	ürüne
,	Punc	Punc	,	,
sokağa	Noun	Noun+A3sg+Pnon+Dat	sokak	sokağa
,	Punc	Punc	,	,
binaya	Noun	Noun+A3sg+Pnon+Dat	bina	binaya
ve	Conj	Conj	ve	ve
diğer	Adj	Adj	diğer	diğer
yerlere	Noun	Noun+A3pl+Pnon+Dat	yer	yerlere
de	Conj	Conj	de	de
vermişlerdir	Verb	Verb+Pos+Narr+A3pl+Cop+A3sg	ver	vermişlerdir
.	Punc	Punc	.	.
Ayrıca	Adv	Adv	ayrıca	Ayrıca
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
resmî	Adj	Adj	resmî	resmî
para	Noun	Noun+A3sg+Pnon+Nom	para	para
birimleri	Noun	Noun+A3pl+P3sg+Nom	birim	birimleri
Tugrik'in	UnDef	UnDef	Tugrik'in	Tugrik'in
₮500	UnDef	UnDef	₮500	₮500
,	Punc	Punc	,	,
₮1000	UnDef	UnDef	₮1000	₮1000
,	Punc	Punc	,	,
₮5000	UnDef	UnDef	₮5000	₮5000
ve	Conj	Conj	ve	ve
₮10	UnDef	UnDef	₮10	₮10
,	Punc	Punc	,	,
000'in	UnDef	UnDef	000'in	000'in
üzerinde	Noun	Noun+Prop+A3sg+P3sg+Loc	Üzer	üzerinde
bulunmaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	bulun	bulunmaktadır
.	Punc	Punc	.	.
Başkent	Noun	Noun+A3sg+Pnon+Nom	başkent	Başkent
Ulaanbaatar'daki	UnDef	UnDef	Ulaanbaatar'daki	Ulaanbaatar'daki
hava	Noun	Noun+A3sg+Pnon+Nom	hava	hava
alanının	Noun	Noun+A3sg+P3sg+Gen	alan	alanının
ismi	Noun	Noun+A3sg+P3sg+Nom	isim	ismi
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
Uluslararası	Adj	Adj	uluslararası	Uluslararası
Havaalanı'dır	UnDef	UnDef	Havaalanı'dır	Havaalanı'dır
.	Punc	Punc	.	.
Halk	Noun	Noun+A3sg+Pnon+Nom	halk	Halk
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'a	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Han	Han'a
büyük	Adj	Adj	büyük	büyük
saygı	Noun	Noun+A3sg+Pnon+Nom	saygı	saygı
duyar	Verb	Verb+Pos+Aor+A3sg	duy	duyar
.	Punc	Punc	.	.
2006	Num	Num	2006	2006
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
,	Punc	Punc	,	,
tekrar	Adv	Adv	tekrar	tekrar
başkentte	Noun	Noun+A3sg+Pnon+Loc	başkent	başkentte
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
ve	Conj	Conj	ve	ve
oğullarının	Noun	Noun+A3pl+P3sg+Gen	oğul	oğullarının
heykelleri	Noun	Noun+A3pl+P3sg+Nom	heykel	heykelleri
şehir	Noun	Noun+A3sg+Pnon+Nom	şehir	şehir
merkezine	Noun	Noun+A3sg+P3sg+Dat	merkez	merkezine
konmuştur	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	kon(I)	konmuştur
.	Punc	Punc	.	.
Mustafa	Noun	Noun+Prop+A3sg+Pnon+Nom	Mustafa	Mustafa
Suphi	Noun	Noun+Prop+A3sg+Pnon+Nom	Suphi	Suphi
(	Punc	Punc	(	(
1883	Num	Num	1883	1883
-	Punc	Punc	-	-
1921	Num	Num	1921	1921
)	Punc	Punc	)	)
,	Punc	Punc	,	,
Türkiye	Noun	Noun+Prop+A3sg+Pnon+Nom	Türkiye	Türkiye
Komünist	Noun	Noun+A3sg+Pnon+Nom	komünist	Komünist
Partisi'nin	Noun	Noun+A3sg+P3sg+Apos+Gen	parti	Partisi'nin
ilk	Adj	Adj	ilk	ilk
merkez	Noun	Noun+A3sg+Pnon+Nom	merkez	merkez
komitesi	Noun	Noun+A3sg+P3sg+Nom	komite	komitesi
başkanıdır	Noun	Noun+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	başkan	başkanıdır
.	Punc	Punc	.	.
Suphi	Noun	Noun+Prop+A3sg+Pnon+Nom	Suphi	Suphi
1883	Num	Num	1883	1883
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
o	Det	Det	o	o
zamanın	Noun	Noun+A3sg+Pnon+Gen	zaman	zamanın
Trabzon	Noun	Noun+Prop+A3sg+Pnon+Nom	Trabzon	Trabzon
vilayetine	Noun	Noun+A3sg+P3sg+Dat	vilayet	vilayetine
bağlı	Noun	Noun+A3sg+Pnon+Nom+Adj+With	bağ	bağlı
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
Giresun	Noun	Noun+Prop+A3sg+Pnon+Nom	Giresun	Giresun
kazasında	Noun	Noun+A3sg+P3sg+Loc	kaza	kazasında
doğdu	Verb	Verb+Pos+Past+A3sg	doğ	doğdu
.	Punc	Punc	.	.
İlk	Adj	Adj	ilk	İlk
öğrenimini	Noun	Noun+A3sg+P3sg+Acc	öğrenim	öğrenimini
Kudüs	Noun	Noun+Prop+A3sg+Pnon+Nom	Kudüs	Kudüs
ve	Conj	Conj	ve	ve
Şam'da	Noun	Noun+Prop+A3sg+Pnon+Apos+Loc	Şam	Şam'da
,	Punc	Punc	,	,
idadi	Noun	Noun+A3sg+Pnon+Nom	idadi	idadi
(	Punc	Punc	(	(
lise	Noun	Noun+A3sg+Pnon+Nom	lise	lise
)	Punc	Punc	)	)
öğrenimini	Noun	Noun+A3sg+P3sg+Acc	öğrenim	öğrenimini
Erzurum'da	Noun	Noun+Prop+A3sg+Pnon+Apos+Loc	Erzurum	Erzurum'da
yaptı	Verb	Verb+Pos+Past+A3sg	yap	yaptı
.	Punc	Punc	.	.
1905	Num	Num	1905	1905
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
İstanbul	Noun	Noun+Prop+A3sg+Pnon+Nom	İstanbul	İstanbul
Hukuk	Noun	Noun+A3sg+Pnon+Nom	hukuk	Hukuk
Mektebi'nden	Noun	Noun+A3sg+P3sg+Apos+Abl	mektep	Mektebi'nden
mezun	Adj	Adj	mezun	mezun
olduktan	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	ol	olduktan
sonra	Postp	Postp+PCAbl	sonra	sonra
Paris'te	Noun	Noun+Prop+A3sg+Pnon+Apos+Loc	Paris	Paris'te
Siyasal	Adj	Adj	siyasal	Siyasal
Bilgiler	Noun	Noun+A3pl+Pnon+Nom	bilgi	Bilgiler
Okulu'nu	Noun	Noun+A3sg+P3sg+Apos+Acc	okul	Okulu'nu
bitirdi	Verb	Verb+Pos+Past+A3sg	bitir	bitirdi
.	Punc	Punc	.	.
Fransa'da	Noun	Noun+Prop+A3sg+Pnon+Apos+Loc	Fransa	Fransa'da
bulunduğu	Verb	Verb+Pos+Adj+PastPart+P3sg	bulun	bulunduğu
dönem	Noun	Noun+A3sg+Pnon+Nom	dönem	dönem
,	Punc	Punc	,	,
Mustafa	Noun	Noun+Prop+A3sg+Pnon+Nom	Mustafa	Mustafa
Suphi'nin	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Suphi	Suphi'nin
Jean	Noun	Noun+Prop+A3sg+Pnon+Nom	Jean	Jean
Jaures	UnDef	UnDef	Jaures	Jaures
,	Punc	Punc	,	,
Celestin	UnDef	UnDef	Celestin	Celestin
Bougle	UnDef	UnDef	Bougle	Bougle
gibi	Postp	Postp+PCNom	gibi	gibi
isimler	Noun	Noun+A3pl+Pnon+Nom	isim	isimler
başta	Noun	Noun+A3sg+Pnon+Loc	baş	başta
olmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	ol	olmak
üzere	Postp	Postp+PCNom	üzere	üzere
burjuva	Adj	Adj	burjuva	burjuva
sosyolog	Noun	Noun+A3sg+Pnon+Nom	sosyolog	sosyolog
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
nitelendirilebilecek	Verb	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Fut+A3sg	nitelen	nitelendirilebilecek
düşünürlerin	Noun	Noun+A3pl+Pnon+Gen	düşünür	düşünürlerin
etkisinde	Noun	Noun+A3sg+P3sg+Loc	etki	etkisinde
kaldığı	Verb	Verb+Pos+Adj+PastPart+P3sg	kal	kaldığı
yıllardır	Noun	Noun+A3pl+Pnon+Nom+Verb+Pres+Cop+A3sg	yıl	yıllardır
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
yıllarda	Noun	Noun+A3pl+Pnon+Loc	yıl	yıllarda
Suphi'nin	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Suphi	Suphi'nin
İttihatçılar'la	Noun	Noun+A3pl+Pnon+Apos+Ins	ittihatçı	İttihatçılar'la
yakın	Noun	Noun+A3sg+Pnon+Nom	yakın	yakın
ilişki	Noun	Noun+A3sg+Pnon+Nom	ilişki	ilişki
içerisinde	Noun	Noun+A3sg+P3sg+Loc	içeri	içerisinde
olduğu	Verb	Verb+Pos+Adj+PastPart+P3sg	ol	olduğu
biliniyor	Verb	Verb+Verb+Pass+Pos+Prog1+A3sg	bil	biliniyor
.	Punc	Punc	.	.
O	Det	Det	o	O
dönemki	UnDef	UnDef	dönemki	dönemki
hükümetin	Noun	Noun+A3sg+Pnon+Gen	hükümet	hükümetin
gazetesi	Noun	Noun+A3sg+P3sg+Nom	gazete	gazetesi
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
Tanin	Noun	Noun+A3sg+Pnon+Nom	tanin	Tanin
gazetesinin	Noun	Noun+A3sg+P3sg+Gen	gazete	gazetesinin
muhabirliğini	Noun	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Acc	muhabir	muhabirliğini
yapar	Verb	Verb+Pos+Aor+A3sg	yap	yapar
.	Punc	Punc	.	.
Paris'ten	Noun	Noun+Prop+A3sg+Pnon+Apos+Abl	Paris	Paris'ten
İstanbul'a	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	İstanbul	İstanbul'a
dönüşü	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Nom	dön	dönüşü
1908	Num	Num	1908	1908
yılına	Noun	Noun+A3sg+P3sg+Dat	yıl	yılına
,	Punc	Punc	,	,
İkinci	Adj	Adj	ikinci	İkinci
Meşrutiyet'in	Noun	Noun+A3sg+Pnon+Apos+Gen	meşrutiyet	Meşrutiyet'in
ilan	Noun	Noun+A3sg+Pnon+Nom	ilan	ilan
edildiği	Verb	Verb+Verb+Pass+Pos+Adj+PastPart+P3sg	et	edildiği
günlere	Noun	Noun+A3pl+Pnon+Dat	gün	günlere
rastlar	Verb	Verb+Pos+Aor+A3sg	rastla	rastlar
.	Punc	Punc	.	.
Tanin	Noun	Noun+A3sg+Pnon+Nom	tanin	Tanin
,	Punc	Punc	,	,
Servet-i	UnDef	UnDef	Servet-i	Servet-i
Fünun	UnDef	UnDef	Fünun	Fünun
ve	Conj	Conj	ve	ve
Hak	Noun	Noun+A3sg+Pnon+Nom	Hak	Hak
gazetelerine	Noun	Noun+A3pl+P3sg+Dat	gazete	gazetelerine
yazılar	Noun	Noun+A3pl+Pnon+Nom	yazı	yazılar
yazar	Noun	Noun+A3sg+Pnon+Nom	yazar	yazar
;	Punc	Punc	;	;
Ticaret	Noun	Noun+A3sg+Pnon+Nom	ticaret	Ticaret
Mekteb-i	UnDef	UnDef	Mekteb-i	Mekteb-i
Alisi'nde	Noun	Noun+Prop+A3sg+P3sg+Apos+Loc	Ali	Alisi'nde
,	Punc	Punc	,	,
Darülmuallimin-i	UnDef	UnDef	Darülmuallimin-i	Darülmuallimin-i
Aliye	Noun	Noun+Prop+A3sg+Pnon+Nom	Aliye	Aliye
ve	Conj	Conj	ve	ve
Mekteb-i	UnDef	UnDef	Mekteb-i	Mekteb-i
Sultani'de	Noun	Noun+A3sg+Pnon+Apos+Loc	sultani	Sultani'de
hukuk	Noun	Noun+A3sg+Pnon+Nom	hukuk	hukuk
ve	Conj	Conj	ve	ve
iktisat	Noun	Noun+A3sg+Pnon+Nom	iktisat	iktisat
dersleri	Noun	Noun+A3pl+P3sg+Nom	ders	dersleri
verir	Verb	Verb+Pos+Aor+A3sg	ver	verir
.	Punc	Punc	.	.
İttihat	Noun	Noun+A3sg+Pnon+Nom	ittihat	İttihat
ve	Conj	Conj	ve	ve
Terakki	Noun	Noun+A3sg+Pnon+Nom	terakki	Terakki
Fırkası'nın	Noun	Noun+A3sg+P3sg+Apos+Gen	fırka	Fırkası'nın
1911	Num	Num	1911	1911
yılındaki	Noun	Noun+A3sg+P3sg+Loc+Adj+Rel	yıl	yılındaki
genel	Adj	Adj	genel	genel
kongresine	Noun	Noun+A3sg+P3sg+Dat	kongre	kongresine
Anadolu	Noun	Noun+Prop+A3sg+Pnon+Nom	Anadolu	Anadolu
delegesi	Noun	Noun+A3sg+P3sg+Nom	delege	delegesi
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
katılır	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	kat	katılır
.	Punc	Punc	.	.
İttihatçılıktan	Noun	Noun+A3sg+Pnon+Abl	ittihatçılık	İttihatçılıktan
kopuşu	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Nom	kop	kopuşu
bu	Det	Det	bu	bu
kongreden	Noun	Noun+A3sg+Pnon+Abl	kongre	kongreden
sonra	Postp	Postp+PCAbl	sonra	sonra
başlar	Noun	Noun+A3pl+Pnon+Nom	baş	başlar
ve	Conj	Conj	ve	ve
1912	Num	Num	1912	1912
Ağustos'unda	UnDef	UnDef	Ağustos'unda	Ağustos'unda
partiden	Noun	Noun+A3sg+Pnon+Abl	parti	partiden
tamamen	Adv	Adv	tamamen	tamamen
ayrılır	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	ayır	ayrılır
ve	Conj	Conj	ve	ve
fırkaya	Noun	Noun+A3sg+Pnon+Dat	fırka	fırkaya
muhalefet	Noun	Noun+A3sg+Pnon+Nom	muhalefet	muhalefet
etmeye	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	et	etmeye
başlar	Noun	Noun+A3pl+Pnon+Nom	baş	başlar
.	Punc	Punc	.	.
1912	Num	Num	1912	1912
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
Ahmet	Noun	Noun+Prop+A3sg+Pnon+Nom	Ahmet	Ahmet
Ferit	Noun	Noun+Prop+A3sg+Pnon+Nom	Ferit	Ferit
Tek'in	Adj	Adj+Noun+A3sg+Pnon+Apos+Gen	tek	Tek'in
başkanlığında	Noun	Noun+A3sg+P3sg+Loc	başkanlık	başkanlığında
kurulan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	kur	kurulan
ve	Conj	Conj	ve	ve
kurucuları	Verb	Verb+Pos+Noun+Agt+A3pl+P3sg+Nom	kur	kurucuları
arasında	Noun	Noun+A3sg+P3sg+Loc	ara	arasında
Yusuf	Noun	Noun+Prop+A3sg+Pnon+Nom	Yusuf	Yusuf
Akçura'nın	UnDef	UnDef	Akçura'nın	Akçura'nın
da	Conj	Conj	da	da
bulunduğu	Verb	Verb+Pos+Adj+PastPart+P3sg	bulun	bulunduğu
Millî	Adj	Adj	millî	Millî
Meşrutiyet	Noun	Noun+A3sg+Pnon+Nom	meşrutiyet	Meşrutiyet
Fırkası'nın	Noun	Noun+A3sg+P3sg+Apos+Gen	fırka	Fırkası'nın
kurucuları	Verb	Verb+Pos+Noun+Agt+A3pl+P3sg+Nom	kur	kurucuları
arasında	Noun	Noun+A3sg+P3sg+Loc	ara	arasında
yer	Noun	Noun+A3sg+Pnon+Nom	yer	yer
alır	Verb	Verb+Pos+Aor+A3sg	al	alır
.	Punc	Punc	.	.
Suphi	Noun	Noun+Prop+A3sg+Pnon+Nom	Suphi	Suphi
,	Punc	Punc	,	,
muhaliflere	Noun	Noun+A3pl+Pnon+Dat	muhalif	muhaliflere
karşı	Postp	Postp+PCDat	karşı	karşı
1913	Num	Num	1913	1913
yılının	Noun	Noun+A3sg+P3sg+Gen	yıl	yılının
sonlarında	Noun	Noun+A3pl+P3sg+Loc	son	sonlarında
başlayan	Verb	Verb+Pos+Adj+PresPart	başla	başlayan
sürgün	Noun	Noun+A3sg+Pnon+Nom	sürgün	sürgün
furyasından	Noun	Noun+A3sg+P3sg+Abl	furya	furyasından
nasibini	Noun	Noun+A3sg+P3sg+Acc	nasip	nasibini
alır	Verb	Verb+Pos+Aor+A3sg	al	alır
ve	Conj	Conj	ve	ve
Sinop'a	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Sinop	Sinop'a
sürülür	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	sür	sürülür
.	Punc	Punc	.	.
1914	Num	Num	1914	1914
yılının	Noun	Noun+A3sg+P3sg+Gen	yıl	yılının
başlarında	Noun	Noun+A3pl+P3sg+Loc	baş	başlarında
kendisini	Pron	Pron+Reflex+A3sg+P3sg+Acc	kendi	kendisini
komünist	Noun	Noun+A3sg+Pnon+Nom	komünist	komünist
düşünceyle	Noun	Noun+A3sg+Pnon+Ins	düşünce	düşünceyle
tanıştıracak	Verb	Verb+Verb+Caus+Pos+Fut+A3sg	tanış	tanıştıracak
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
süreç	Noun	Noun+A3sg+Pnon+Nom	süreç	süreç
,	Punc	Punc	,	,
bir	Det	Det	bir	bir
grup	Noun	Noun+A3sg+Pnon+Nom	grup	grup
arkadaşı	Noun	Noun+A3sg+P3sg+Nom	arkadaş	arkadaşı
ile	Postp	Postp+PCNom	ile	ile
birlikte	Postp	Postp+PCIns	birlikte	birlikte
bir	Det	Det	bir	bir
tekne	Noun	Noun+A3sg+Pnon+Nom	tekne	tekne
ile	Postp	Postp+PCNom	ile	ile
Rusya'ya	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Rusya	Rusya'ya
kaçmalarıyla	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Ins	kaç	kaçmalarıyla
başlar	Noun	Noun+A3pl+Pnon+Nom	baş	başlar
.	Punc	Punc	.	.
Önce	Postp	Postp+PCAbl	önce	Önce
siyasi	Adj	Adj	siyasi	siyasi
mülteci	Noun	Noun+A3sg+Pnon+Nom	mülteci	mülteci
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
Mustafa	Noun	Noun+Prop+A3sg+Pnon+Nom	Mustafa	Mustafa
Suphi	Noun	Noun+Prop+A3sg+Pnon+Nom	Suphi	Suphi
,	Punc	Punc	,	,
Birinci	Adj	Adj	birinci	Birinci
Dünya	Noun	Noun+A3sg+Pnon+Nom	Dünya	Dünya
Savaşı'nın	Noun	Noun+A3sg+P3sg+Apos+Gen	savaş	Savaşı'nın
başlaması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	başla	başlaması
ile	Postp	Postp+PCNom	ile	ile
birlikte	Postp	Postp+PCIns	birlikte	birlikte
Osmanlı	Noun	Noun+Prop+A3sg+Pnon+Nom	Osmanlı	Osmanlı
tebasından	UnDef	UnDef	tebasından	tebasından
olduğu	Verb	Verb+Pos+Adj+PastPart+P3sg	ol	olduğu
için	Postp	Postp+PCNom	için	için
sürgüne	Noun	Noun+A3sg+Pnon+Dat	sürgün	sürgüne
gönderilir	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	gönder	gönderilir
.	Punc	Punc	.	.
Sürgün	Noun	Noun+A3sg+Pnon+Nom	sürgün	Sürgün
yıllarında	Noun	Noun+A3pl+P3sg+Loc	yıl	yıllarında
Türk	Noun	Noun+A3sg+Pnon+Nom	Türk	Türk
kökenli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	köken	kökenli
çeşitli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	çeşit	çeşitli
