word	pos_tag	morph_parse	lemma	correct_form
yaratmayı	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Acc	yarat	yaratmayı
düşünmek	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	düşün	düşünmek
olmayabilirdi	Verb	Verb+Neg+Verb+Able+Aor+Past+A3sg	ol	olmayabilirdi
ayırmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	ayır	ayırmak
kullanılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	kullan	kullanılan
katıldığında	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	kat	katıldığında
etti	Verb	Verb+Pos+Past+A3sg	et	etti
almaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	al	almaya
çalıştı	Verb	Verb+Pos+Past+A3sg	çalış	çalıştı
olamadı	Verb	Verb+Verb+Able+Neg+Past+A3sg	ol	olamadı
kurmaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	kur	kurmaya
çalıştı	Verb	Verb+Pos+Past+A3sg	çalış	çalıştı
çıkmış	Verb	Verb+Pos+Narr+A3sg	çık	çıkmış
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
kullanıcıların	Verb	Verb+Pos+Noun+Agt+A3pl+Pnon+Gen	kullan	kullanıcıların
çalışma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	çalış	çalışma
öğrenmelerini	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Acc	öğren	öğrenmelerini
olması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	ol	olması
yazılmıştır	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	yaz	yazılmıştır
çıkılarak	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	çık	çıkılarak
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
kullanmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	kullan	kullanmak
geliştirmeler	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	geliş	geliştirmeler
yapılarak	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	yap	yapılarak
oluşturulmuştur	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	oluş	oluşturulmuştur
geliştirmeye	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	geliş	geliştirmeye
başlamıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	başla	başlamıştır
yazılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	yaz	yazılmış
kullanılabilmektedir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanılabilmektedir
sağlayabilecek	Verb	Verb+Verb+Able+Pos+Fut+A3sg	sağla	sağlayabilecek
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
aldı	Verb	Verb+Pos+Past+A3sg	al	aldı
yazılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	yaz	yazılan
ulaşılabilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	ulaş	ulaşılabilir
kullanmaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	kullan	kullanmaya
başlayanlar	Verb	Verb+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	başla	başlayanlar
sağlıyordu	Verb	Verb+Pos+Prog1+Past+A3sg	sağla	sağlıyordu
geliştirilmesi	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	geliş	geliştirilmesi
çalışmaları	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Nom	çalış	çalışmaları
yönetmeye	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	yönet	yönetmeye
etmektedir	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	et	etmektedir
ise	Verb	Verb+Pos+Cond+A3sg	i	ise
destekleyen	Verb	Verb+Pos+Adj+PresPart	destekle	destekleyen
etmektedir	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	et	etmektedir
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
olmayan	Verb	Verb+Neg+Adj+PresPart	ol	olmayan
geliştirmektedirler	Verb	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3pl	geliş	geliştirmektedirler
içermekte	Verb	Verb+Pos+Prog2+A3sg	içer	içermekte
kullanıcı	Verb	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom	kullan	kullanıcı
kapsamaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	kapsa	kapsamaktadır
vurgulanan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	vurgula	vurgulanan
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
çalışır	Verb	Verb+Pos+Aor+A3sg	çalış	çalışır
gelmiş	Verb	Verb+Pos+Narr+A3sg	gel	gelmiş
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
çıkmış	Verb	Verb+Pos+Narr+A3sg	çık	çıkmış
kullanıcılarına	Verb	Verb+Pos+Noun+Agt+A3pl+P3sg+Dat	kullan	kullanıcılarına
oynatıcı	Verb	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	oyna	oynatıcı
edilerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	et	edilerek
kullanıcıya	Verb	Verb+Pos+Noun+Agt+A3sg+Pnon+Dat	kullan	kullanıcıya
sunulmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	sun	sunulmaktadır
getiren	Verb	Verb+Pos+Adj+PresPart	getir	getiren
derlenmiş	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	derle	derlenmiş
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
süren	Verb	Verb+Pos+Adj+PresPart	sür	süren
çalışma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	çalış	çalışma
çıkan	Verb	Verb+Pos+Adj+PresPart	çık	çıkan
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
sıralanabilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	sırala	sıralanabilir
olması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	ol	olması
geliştirmeyi	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	geliş	geliştirmeyi
kullanılmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanılmaktadır
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
gösterilebilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	göster	gösterilebilir
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
gösterilebilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	göster	gösterilebilir
kullanıcıya	Verb	Verb+Pos+Noun+Agt+A3sg+Pnon+Dat	kullan	kullanıcıya
etmek	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	et	etmek
geliştirilmekte	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	geliş	geliştirilmekte
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
kullanıcılarının	Verb	Verb+Pos+Noun+Agt+A3pl+P3sg+Gen	kullan	kullanıcılarının
paketlenerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	paketle	paketlenerek
kullanıcıya	Verb	Verb+Pos+Noun+Agt+A3sg+Pnon+Dat	kullan	kullanıcıya
sunulmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	sun	sunulmaktadır
kullanıcılar	Verb	Verb+Pos+Noun+Agt+A3pl+Pnon+Nom	kullan	kullanıcılar
görünen	Verb	Verb+Pos+Adj+PresPart	görün	görünen
eden	Verb	Verb+Pos+Adj+PresPart	et	eden
kullandığı	Verb	Verb+Pos+Adj+PastPart+P3sg	kullan	kullandığı
olmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	ol	olmak
yazılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	yaz	yazılmış
bulunmaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	bulun	bulunmaktadır
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
kullanılmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanılmaktadır
kullanıldığını	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	kullan	kullanıldığını
etmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	et	etmiştir
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
satılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	sat	satılmış
alınarak	Verb	Verb+Pos+Adv+ByDoingSo	alın	alınarak
olduğu	Verb	Verb+Pos+Adj+PastPart+P3sg	ol	olduğu
belirtilmiştir	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	belir	belirtilmiştir
satılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	sat	satılan
yüklenerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	yükle	yüklenerek
kullanılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	kullan	kullanılan
içermemektedir	Verb	Verb+Neg+Prog2+A3sg+Cop+A3sg	içer	içermemektedir
yayınladığı	Verb	Verb+Pos+Adj+PastPart+P3sg	yayınla	yayınladığı
kullanmaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanmaktadır
karşılaştırıldığında	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	karşılaş	karşılaştırıldığında
giderek	Verb	Verb+Pos+Adv+ByDoingSo	git	giderek
olmuştur	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	ol	olmuştur
pazarlamaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	pazarla	pazarlamaya
vereceğini	Verb	Verb+Pos+Noun+FutPart+A3sg+P3sg+Acc	ver	vereceğini
satacağını	Verb	Verb+Pos+Noun+FutPart+A3sg+P3sg+Acc	sat	satacağını
bildirdi	Verb	Verb+Verb+Caus+Pos+Past+A3sg	bil	bildirdi
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
kullanılmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanılmaktadır
kullanmaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanmaktadır
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
kullanılmaya	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	kullan	kullanılmaya
başlanan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	başla	başlanan
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
seçilmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	seç	seçilmiştir
kullanmakta	Verb	Verb+Pos+Prog2+A3sg	kullan	kullanmakta
olmaktadırlar	Verb	Verb+Pos+Prog2+A3sg+Cop+A3pl	ol	olmaktadırlar
alıcılar	Verb	Verb+Pos+Noun+Agt+A3pl+Pnon+Nom	al	alıcılar
kullanılabilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	kullan	kullanılabilir
getirmesini	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Acc	getir	getirmesini
gerektirir	Verb	Verb+Verb+Caus+Pos+Aor+A3sg	gerek	gerektirir
kullanabilir	Verb	Verb+Verb+Able+Pos+Aor+A3sg	kullan	kullanabilir
kullanır	Verb	Verb+Pos+Aor+A3sg	kullan	kullanır
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
kullanır	Verb	Verb+Pos+Aor+A3sg	kullan	kullanır
geçmeyeceğini	Verb	Verb+Neg+Noun+FutPart+A3sg+P3sg+Acc	geç	geçmeyeceğini
belirtir	Verb	Verb+Verb+Caus+Pos+Aor+A3sg	belir	belirtir
alan	Verb	Verb+Pos+Adj+PresPart	al	alan
yasaklayan	Verb	Verb+Pos+Adj+PresPart	yasakla	yasaklayan
sevmemektedir	Verb	Verb+Neg+Prog2+A3sg+Cop+A3sg	sev	sevmemektedir
bulan	Verb	Verb+Pos+Adj+PresPart	bul	bulan
almak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	al	almak
kullanışsız	Verb	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+Without	kullan	kullanışsız
olacaktır	Verb	Verb+Pos+Fut+A3sg+Cop+A3sg	ol	olacaktır
edilen	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	et	edilen
içermesi	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	içer	içermesi
edilmekte	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg	et	edilmekte
tartışma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	tartış	tartışma
etmektedir	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	et	etmektedir
