lemma	morph_parse	correct_form	frequency
cay	Verb+Verb+Caus+Pos+Fut+A3sg	caydıracak	3
geliş	Verb+Verb+Caus+Verb+Able+Pos+Past+A3pl	geliştirebildiler	3
hafifle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	hafifletmenin	3
öl	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	öldürülmeli	3
genişle	Verb+Verb+Caus+Verb+Pass+Neg+Neces+A3sg+Cop+A3sg	genişletilmemelidir	3
imzala	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	imzalatması	2
başla	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Gen	başlatanın	2
salgıla	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	salgılattırıcı	2
düzenle	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	düzenletilmiştir	2
birleş	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3pl	birleştirilirler	2
ver	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	verdiriyordu	2
bul	Verb+Verb+Caus+Pos+Adj+PresPart	bulduran	2
yönel	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Past+A3sg	yöneltmesiydi	2
paylaş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	paylaştırılmasını	2
dayan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	dayandırmasına	2
çık	Verb+Verb+Caus+Verb+Caus+Pos+Fut+A3pl+Cop+A3sg	çıkartacaklardır	2
aşın	Verb+Verb+Caus+Pos+Fut+A3sg	aşındıracak	2
bağır	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	bağırtmak	2
at	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	attırabilir	2
dol	Verb+Verb+Caus+Pos+Aor+Cond+A3sg	doldurursa	2
yücel	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	yüceltmeye	2
benzeş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	benzeştirilebilir	2
evlen	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Nom	evlendirmemesi	2
azal	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	azaltılmakta	2
bas	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Dat	bastırmağa	2
yürü	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+FutPart+A3sg+P3sg+Acc	yürütülemeyeceğini	2
sus	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	susturmanın	2
tanış	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	tanıştırıldığı	2
seyrel	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Seyreltme	2
seslen	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+Past+A3sg	seslendirilmekteydi	2
kavuş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	kavuşturulmasının	2
sevin	Verb+Verb+Caus+Pos+Desr+A3sg	sevindirse	2
in	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	indirilebilmesidir	2
in	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+Cond+A3sg	indiriliyorsa	2
karış	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	karıştırılamaz	2
yumuşa	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	yumuşatılan	2
öl	Verb+Verb+Caus+Neg+Noun+FutPart+A3sg+P3sg+Acc	öldürmeyeceğini	2
yerleş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	Yerleştirilmesi	2
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	dönüştürülene	2
giyin	Verb+Reflex+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	giyindirmiştir	2
otur	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	oturtulmak	2
kopar	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	kopartmaya	2
düşün	Verb+Verb+Caus+Pos+Narr+A3sg	düşündürmüş	2
et	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Ins	ettirilmekle	2
hatırla	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom	hatırlatıcısı	2
gecik	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	geciktirmeden	2
otur	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	oturturken	2
başla	Verb+Verb+Caus+Pos+Desr+A3pl	başlatsalar	2
vasıflan	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	vasıflandırılmış	2
yüksel	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Dat	yükselticiye	2
nitelen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Abl	nitelendirildiğinden	2
üre	Verb+Verb+Caus+Pos+Aor+A3pl+Adv+While	üretirlerken	2
dokun	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	dokundurmak	2
güçlen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	güçlendirmesidir	2
inan	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	inandırılması	2
dönüş	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	dönüştürebilirler	2
dinle	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Apos+Gen	Dinleten'in	2
topla	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	toplattığı	2
nitelen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	nitelendirildiğini	2
değiş	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Dat	değiştirebileceğine	2
ol	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	olduruldu	2
çalış	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Abl	çalıştırılmasından	2
alevlen	Verb+Verb+Caus+Pos+Aor+A3sg	alevlendirir	2
ilerle	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	ilerletilemez	2
vur	Verb+Verb+Caus+Verb+Caus+Pos+Aor+A3sg	vurdurtur	2
dal	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	daldırmıştır	2
yönel	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	yöneltilmektedir	2
topla	Verb+Verb+Caus+Pos+Narr+A3sg	toplatmış	2
benze	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom+Verb+Past+A3sg	benzetmeleriydi	2
çalış	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	çalıştıranlar	2
genişle	Verb+Verb+Caus+Verb+Able+Pos+Narr+A3sg	genişletebilmiş	2
kay	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	Kaydırıcı	2
et	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+Pnon+Dat	ettirmemeye	2
sakla	Verb+Verb+Caus+Pos+Past+A3sg	saklattı	2
sür	Verb+Verb+Caus+Verb+Able+Neg+Aor+Past+A3sg	sürdüremezdi	2
hafifle	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	hafifletiyordu	2
belir	Verb+Verb+Caus+Pos+Past+A1sg	belirttim	2
din	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	dindirebilmek	2
bas	Verb+Verb+Caus+Pos+Aor+Cond+A3sg	bastırırsa	2
sap	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	saptırabilir	2
çık	Verb+Verb+Caus+Pos+Aor+A1sg	çıkarırım	2
karış	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Abl	karıştırmalarından	2
art	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	arttırmasından	2
kay	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	kaydırılmaktadır	2
yürü	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+PresPart	yürütülemeyen	2
ayır	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	ayırtma	2
oyna	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3sg	oynatamaz	2
biçimlen	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	biçimlendirilememiştir	2
bulan	Verb+Verb+Caus+Pos+Adj+PresPart	Bulandıran	2
sız	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Past+A3sg	sızdırılmıştı	2
yüksel	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	yükseltmedir	2
zayıfla	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	zayıflatmasından	2
yap	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	yaptırdığından	2
genişle	Verb+Verb+Caus+Pos+Narr+A3pl	genişletmişler	2
bas	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg+Cop+A3sg	bastırılmamıştır	2
anımsa	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	anımsatması	2
oluş	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Loc	oluşturmalarında	2
işle	Verb+Verb+Caus+Verb+Pass+Neg+Aor+A3sg	işletilmez	2
seslen	Verb+Verb+Caus+Pos+Noun+FutPart+A3pl+P3sg+Acc	seslendireceklerini	2
kana	Verb+Verb+Caus+Pos+Prog1+A3sg	kanatıyor	2
havalan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	havalandırması	2
dur	Verb+Verb+Caus+Pos+Noun+FutPart+A3pl+P3sg+Acc	durduracaklarını	2
çık	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc+Adj+Rel	çıkarmasındaki	2
öl	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Dat	öldürenlere	2
çek	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	çektirilir	2
çık	Verb+Verb+Caus+Verb+Caus+Neg+Noun+Inf1+A3sg+Pnon+Nom	çıkartmamak	2
gevşe	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	gevşetilebilen	2
yönel	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	yöneltecektir	2
dol	Verb+Verb+Caus+Verb+Able+Neg+Narr+A3sg	dolduramamış	2
heyecanlan	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	heyecanlandırmıştır	2
çık	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Adj+PastPart+P3sg	çıkartabildiği	2
eğ	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	eğdirici	2
onar	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	onartılmış	2
canlan	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	Canlandırılan	2
yüksel	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Past+A3sg	yükseltilirdi	2
yetiş	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	yetiştirebilirler	2
yüksel	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg	yükseltilmemiş	2
al	Verb+Verb+Caus+Verb+Caus+Pos+Aor+A3sg	aldırtır	2
üre	Verb+Verb+Caus+Pos+Aor+A1pl	üretiriz	2
kes	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	kestirilmesine	2
yürü	Verb+Verb+Caus+Verb+Able+Pos+Prog1+Past+A3sg	yürütebiliyordu	2
güçlen	Verb+Verb+Caus+Pos+Prog1+A3pl+Past	güçlendiriyorlardı	2
eriş	Verb+Verb+Caus+Pos+Past+A3pl	eriştirdiler	2
çık	Verb+Verb+Caus+Verb+Caus+Pos+Aor+Past+A3sg	çıkartırdı	2
savuş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	savuşturulmuştur	2
dol	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	doldurmasına	2
büyü	Verb+Verb+Caus+Pos+Prog1+A3sg	büyütüyor	2
fırla	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+A3sg	fırlatılıyor	2
yap	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P2pl+Nom	yaptırmanız	2
art	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3pl	arttırmaktadırlar	2
hastalan	Verb+Verb+Caus+Pos+Aor+A3sg	hastalandırır	2
karış	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg	karıştırılabilmekte	2
kon(I)	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	kondurmaya	2
de	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PresPart	dedirten	2
akset	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	aksettirmek	2
uzaklaş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Dat	uzaklaştırılmalarına	2
yürü	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Ins	Yürütmeyle	2
yap	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	yaptırılabilmesi	2
ver	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	verdirme	2
oluş	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Dat	oluşturabileceğine	2
yap	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Cond+A3sg	yaptırılmışsa	2
kaygılan	Verb+Verb+Caus+Pos+Adj+PresPart	kaygılandıran	2
belir	Verb+Verb+Caus+Verb+Able+Pos+Adj+FutPart+P3sg	belirtebileceği	2
sür	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3pl	sürdüremezler	2
dinlen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	dinlendirilmesiyle	2
ısın	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	ısındırılan	2
bulun	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Abl	bulundurulmadan	2
değiş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg+Cop+A3sg	değiştirilemezdir	2
çık	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+FutPart+A3sg+P3sg+Dat	çıkarılamayacağına	2
geçir	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	geçirtmek	2
imzala	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	imzalatıp	2
kabar	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg	kabartılmamış	2
sal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	Saldırmanın	2
öl	Verb+Verb+Caus+Pos+Past+Cond+A3sg	öldürdüyse	2
sal	Verb+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Abl	saldıracağından	2
başla	Verb+Verb+Caus+Neg+Prog2+A3sg	başlatmamakta	2
sür	Verb+Verb+Caus+Pos+Opt+A1pl	sürdürelim	2
birleş	Verb+Verb+Caus+Pos+Aor+Cond+A1pl	birleştirirsek	2
öl	Verb+Verb+Caus+Pos+Desr+A3pl	Öldürseler	2
bulan	Verb+Verb+Caus+Pos+Aor+A3sg	bulandırır	2
büyü	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	Büyütülmüş	2
uğra	Verb+Verb+Caus+Neg+Fut+A3sg	uğratmayacak	2
kap	Verb+Verb+Caus+Pos+Narr+A3pl+Past	kaptırmışlardı	2
değiş	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Dat	değiştirenlere	2
kısal	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Abl	kısaltmaktan	2
yerleş	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Dat	yerleştirmeğe	2
sal	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	Saldırıp	2
yağ	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	yağdırmışlardır	2
alış	Verb+Verb+Caus+Pos+Adj+PresPart	alıştıran	2
belir	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Nom	belirtmemesi	2
barın	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	barındırmadan	2
sür	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Dat	sürdürmeğe	2
yaklaş	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	yaklaştırılarak	2
dol	Verb+Verb+Caus+Neg+Narr+A3sg+Adv+While	doldurmamışken	2
topla	Verb+Verb+Caus+Pos+Narr+Past+A3sg	toplatmıştı	2
in	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg	indirilebilmekte	2
kazan	Verb+Verb+Caus+Neg+Prog1+Past+A3sg	kazandırmıyordu	2
in	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc	indirmesinde	2
rahatla	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg+Cop+A3sg	rahatlatılacaktır	2
biçimlen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	biçimlendirmenin	2
savuş	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	savuşturulur	2
geliş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+FutPart+P3sg	geliştirilebileceği	2
in	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P2pl+Nom	indirmeniz	2
et	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	ettirilemez	2
sıkış	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	sıkıştırılmasında	2
üre	Verb+Verb+Caus+Verb+Pass+Neg+Adj+PastPart+P3pl	üretilmedikleri	2
bulun	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom+Verb+Pres+Cop+A3sg	bulundurmalarıdır	2
püskür	Verb+Verb+Caus+Verb+Pass+Pos+Neces+A3sg+Cop+A3sg	püskürtülmelidir	2
hafifle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	hafifletmeyi	2
yerleş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	yerleştirmesinden	2
et	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Acc	ettirmemesini	2
güçlen	Verb+Verb+Caus+Verb+Able+Pos+Adj+FutPart+P3sg	güçlendirebileceği	2
oku	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Ins	okutmakla	2
yücel	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Gen	yüceltmelerin	2
biçimlen	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	biçimlendirilip	2
zehirle	Verb+Verb+Caus+Pos+Past+A3sg	zehirletti	2
küçül	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	küçültülmesine	2
boya	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	boyatmak	2
çık	Verb+Verb+Caus+Verb+Pass+Neg+Adj+FutPart+P3sg	çıkarılmayacağı	2
sür	Verb+Verb+Caus+Verb+Able+Pos+Prog2+A3sg+Cop+A3pl	sürdürebilmektedirler	2
üre	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+Pnon+Dat	üretebilmeye	2
paylaş	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom	Paylaştırıcısı	2
gül	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	güldürmüştür	2
çık	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Prog1+A3sg	çıkartabiliyor	2
oyna	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	oynattıkları	2
bulun	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom	bulundurulma	2
güçlen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	güçlendirilmesidir	2
oyna	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	oynatmasına	2
yücel	Verb+Verb+Caus+Pos+Aor+A3pl	yüceltirler	2
çağrış	Verb+Verb+Caus+Pos+Desr+A3sg	çağrıştırsa	2
uyan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	uyandırmanın	2
onar	Verb+Verb+Caus+Verb+Caus+Pos+Past+A3sg	onarttırdı	2
ergi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	ergitmesi	2
sin	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg	sindirilememiş	2
yürü	Verb+Verb+Caus+Pos+Prog1+A3pl	yürütüyorlar	2
paylaş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	paylaştırıldığını	2
it	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	ittirmesiyle	2
çarp	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	çarptırılmasına	2
sin	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	Sindirilen	2
kaynaş	Verb+Verb+Caus+Pos+Past+A3sg	kaynaştırdı	2
başla	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3sg	başlatamaz	2
kıs	Verb+Verb+Caus+Pos+Adj+PresPart	kıstıran	2
dövüş	Verb+Recip+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	dövüştürülüp	2
çiftleş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	çiftleştirme	2
sız	Verb+Verb+Caus+Pos+Noun+NotState+A3sg+Pnon+Gen	sızdırmazlığın	2
çık	Verb+Verb+Caus+Pos+Narr+Past+A1sg	çıkarmıştım	2
yerleş	Verb+Verb+Caus+Verb+Able+Pos+Aor+A1pl	yerleştirebiliriz	2
sız	Verb+Verb+Caus+Pos+Noun+NotState+A3sg+Pnon+Nom	Sızdırmazlık	2
yetiş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Narr+A3sg+Cop+A3sg	yetiştirilebilmiştir	2
kapa	Verb+Verb+Caus+Pos+Prog1+A3pl	kapatıyorlar	2
uygula	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	uygulatmaya	2
yuvarla	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	yuvarlatılır	2
kazan	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	Kazandırdığı	2
gerek	Verb+Verb+Caus+Neg+Noun+PastPart+A3sg+P3sg+Acc	gerektirmediğini	2
ulaş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg	ulaştırılamamış	2
çalış	Verb+Verb+Caus+Pos+Adj+FutPart+P2pl	çalıştıracağınız	2
bil	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	bildirebilir	2
sız	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	sızdırdığını	2
gerile	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	geriletilmesi	2
geliş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Past+A3sg	geliştirilebildi	2
art	Verb+Verb+Caus+Verb+Able+Pos+Aor+A1pl	arttırabiliriz	2
geliş	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Nom	geliştirmemesi	2
geliş	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom+Verb+Past+A3sg	geliştiricisiydi	2
çık	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Fut+A3sg	çıkarılamayacak	2
uyu	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	uyutulduğunu	2
dik	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	diktirdiğini	2
sin	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	sindirmesi	2
karış	Verb+Verb+Caus+Pos+Prog1+A3pl	karıştırıyorlar	2
azal	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg+Cop+A3sg	azaltılacaktır	2
seslen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf3+A3pl+P3sg+Acc	seslendirilişlerini	2
geliş	Verb+Verb+Caus+Verb+Able+Pos+Past+A3sg	geliştirebildi	2
ayrış	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Nom	ayrıştırıcıları	2
çoğal	Verb+Verb+Caus+Pos+Fut+A3sg	çoğaltacak	2
sür	Verb+Verb+Caus+Verb+Able+Neg+Fut+A3sg	sürdüremeyecek	2
ver	Verb+Verb+Caus+Verb+Pass+Pos+Fut+Past+A3sg	verdirilecekti	2
nitelen	Verb+Verb+Caus+Verb+Pass+Neg+Adj+PresPart	nitelendirilmeyen	2
gecik	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	geciktiriyordu	2
tak	Verb+Verb+Caus+Pos+Adv+ByDoingSo	taktırarak	2
kır	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Abl	kırdırmaktan	2
çık	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom	çıkartılma	2
geliş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+Past+A3sg	geliştirilebilirdi	2
çık	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	çıkarabilmesidir	2
in	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	İndirici	2
eşleş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	eşleştirilmiştir	2
çökel	Verb+Verb+Caus+Pos+Aor+A3sg	çökeltir	2
aşın	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	aşındırılmıştır	2
çoğal	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	çoğaltabilir	2
yerleş	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Ins	yerleştirmekle	2
eğ	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	eğdirilmesi	2
sür	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Gen	sürdürmelerinin	2
